"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Williamsburg","Williamsburg","36.7392","-84.1647","United States","US","USA","Kentucky","","6009.0","1840015267"
"Bellevue","Bellevue","39.1010","-84.4776","United States","US","USA","Kentucky","","5772","1840013164"
"Villa Hills","Villa Hills","39.0638","-84.5947","United States","US","USA","Kentucky","","7437","1840015176"
"Alexandria","Alexandria","38.9622","-84.3860","United States","US","USA","Kentucky","","9438","1840013162"
"Lawrenceburg","Lawrenceburg","38.0332","-84.9032","United States","US","USA","Kentucky","","13439.0","1840014321"
"London","London","37.1209","-84.0804","United States","US","USA","Kentucky","","37424.0","1840015258"
"Independence","Independence","38.9510","-84.5492","United States","US","USA","Kentucky","","27634","1840014267"
"Bardstown","Bardstown","37.8175","-85.4551","United States","US","USA","Kentucky","","21044.0","1840013219"
"Mount Washington","Mount Washington","38.0429","-85.5550","United States","US","USA","Kentucky","","14554","1840014322"
"Pikeville","Pikeville","37.4808","-82.5261","United States","US","USA","Kentucky","","7685.0","1840014348"
"Elizabethtown","Elizabethtown","37.7030","-85.8772","United States","US","USA","Kentucky","","77317.0","1840013218"
"Hazard","Hazard","37.2583","-83.1977","United States","US","USA","Kentucky","","8502.0","1840014376"
"Cynthiana","Cynthiana","38.3854","-84.2996","United States","US","USA","Kentucky","","6389.0","1840014283"
"Shively","Shively","38.1970","-85.8136","United States","US","USA","Kentucky","","15800","1840015196"
"Dayton","Dayton","39.1127","-84.4639","United States","US","USA","Kentucky","","5449","1840014259"
"Russellville","Russellville","36.8393","-86.8950","United States","US","USA","Kentucky","","6823.0","1840014401"
"Harlan","Harlan","36.8432","-83.3184","United States","US","USA","Kentucky","","6280.0","1840013280"
"Franklin","Franklin","36.7163","-86.5587","United States","US","USA","Kentucky","","9861.0","1840013290"
"Murray","Murray","36.6145","-88.3206","United States","US","USA","Kentucky","","20639.0","1840014410"
"Berea","Berea","37.5904","-84.2898","United States","US","USA","Kentucky","","17929.0","1840013225"
"Florence","Florence","38.9900","-84.6470","United States","US","USA","Kentucky","","32305","1840013161"
"Saint Matthews","Saint Matthews","38.2495","-85.6382","United States","US","USA","Kentucky","","18139","1840015194"
"Central City","Central City","37.2962","-87.1280","United States","US","USA","Kentucky","","9605.0","1840014378"
"Prestonsburg","Prestonsburg","37.6795","-82.7641","United States","US","USA","Kentucky","","6300.0","1840014346"
"Douglass Hills","Douglass Hills","38.2367","-85.5501","United States","US","USA","Kentucky","","5728","1840014294"
"Maysville","Maysville","38.6454","-83.7911","United States","US","USA","Kentucky","","11185.0","1840015180"
"Morganfield","Morganfield","37.6869","-87.8885","United States","US","USA","Kentucky","","5496.0","1840014342"
"Saint Helens","Saint Helens","45.8572","-122.8163","United States","US","USA","Oregon","","27278.0","1840021185"
"Madras","Madras","44.6385","-121.1264","United States","US","USA","Oregon","","9059.0","1840019987"
"Coos Bay","Coos Bay","43.3789","-124.2330","United States","US","USA","Oregon","","32030.0","1840018653"
"North Bend","North Bend","43.4075","-124.2364","United States","US","USA","Oregon","","9702","1840020057"
"Happy Valley","Happy Valley","45.4383","-122.5142","United States","US","USA","Oregon","","21196","1840019950"
"Medford","Medford","42.3372","-122.8537","United States","US","USA","Oregon","","168219.0","1840020076"
"Independence","Independence","44.8551","-123.1948","United States","US","USA","Oregon","","10053","1840018589"
"Forest Grove","Forest Grove","45.5245","-123.1102","United States","US","USA","Oregon","","24141","1840019930"
"Sandy","Sandy","45.3986","-122.2690","United States","US","USA","Oregon","","11595.0","1840021217"
"Newberg","Newberg","45.3071","-122.9598","United States","US","USA","Oregon","","28886.0","1840019957"
"Klamath Falls","Klamath Falls","42.2192","-121.7755","United States","US","USA","Oregon","","42463.0","1840020054"
"Umatilla","Umatilla","45.9128","-119.3144","United States","US","USA","Oregon","","7132","1840021195"
"Pendleton","Pendleton","45.6747","-118.8172","United States","US","USA","Oregon","","17282.0","1840019917"
"Molalla","Molalla","45.1502","-122.5844","United States","US","USA","Oregon","","9950.0","1840019953"
"Junction City","Junction City","44.2068","-123.2097","United States","US","USA","Oregon","","6749.0","1840018623"
"Sweet Home","Sweet Home","44.4023","-122.7028","United States","US","USA","Oregon","","10306.0","1840021253"
"Prineville","Prineville","44.2988","-120.8594","United States","US","USA","Oregon","","11850.0","1840019999"
"Lebanon","Lebanon","44.5314","-122.9075","United States","US","USA","Oregon","","21474.0","1840019991"
"McMinnville","McMinnville","45.2110","-123.1918","United States","US","USA","Oregon","","41583.0","1840019956"
"Tualatin","Tualatin","45.3772","-122.7746","United States","US","USA","Oregon","","27478","1840021207"
"Silverton","Silverton","45.0030","-122.7808","United States","US","USA","Oregon","","10750.0","1840021226"
"Damascus","Damascus","45.4299","-122.4461","United States","US","USA","Oregon","","11155","1840018571"
"Sutherlin","Sutherlin","43.3884","-123.3232","United States","US","USA","Oregon","","8891.0","1840021274"
"Canby","Canby","45.2653","-122.6866","United States","US","USA","Oregon","","19206.0","1840018569"
"Lake Oswego","Lake Oswego","45.4129","-122.7002","United States","US","USA","Oregon","","39196","1840019955"
"Ontario","Ontario","44.0259","-116.9760","United States","US","USA","Oregon","","24738.0","1840020002"
"Sheridan","Sheridan","45.0955","-123.3970","United States","US","USA","Oregon","","8446.0","1840021220"
"Central Point","Central Point","42.3765","-122.9109","United States","US","USA","Oregon","","18234","1840018672"
"Bend","Bend","44.0562","-121.3087","United States","US","USA","Oregon","","103349.0","1840018618"
"Milton-Freewater","Milton-Freewater","45.9348","-118.3913","United States","US","USA","Oregon","","7027","1840019916"
"Baker City","Baker City","44.7749","-117.8320","United States","US","USA","Oregon","","9473.0","1840018587"
"Veneta","Veneta","44.0471","-123.3514","United States","US","USA","Oregon","","6575.0","1840021264"
"Creswell","Creswell","43.9212","-123.0160","United States","US","USA","Oregon","","6752.0","1840018625"
"Redmond","Redmond","44.2631","-121.1798","United States","US","USA","Oregon","","31695.0","1840020003"
"Seaside","Seaside","45.9889","-123.9214","United States","US","USA","Oregon","","8817.0","1840021182"
"Newport","Newport","44.6231","-124.0524","United States","US","USA","Oregon","","11862.0","1840019975"
"Gladstone","Gladstone","45.3864","-122.5933","United States","US","USA","Oregon","","12207","1840019949"
"La Grande","La Grande","45.3243","-118.0865","United States","US","USA","Oregon","","15013.0","1840019924"
"Warrenton","Warrenton","46.1685","-123.9302","United States","US","USA","Oregon","","5602","1840021183"
"Grants Pass","Grants Pass","42.4333","-123.3317","United States","US","USA","Oregon","","54973.0","1840020087"
"Cottage Grove","Cottage Grove","43.7961","-123.0573","United States","US","USA","Oregon","","11556.0","1840018624"
"Cornelius","Cornelius","45.5189","-123.0516","United States","US","USA","Oregon","","12493","1840018557"
"Sherwood","Sherwood","45.3598","-122.8430","United States","US","USA","Oregon","","19467","1840021205"
"Monmouth","Monmouth","44.8505","-123.2283","United States","US","USA","Oregon","","19699.0","1840019971"
"Wilsonville","Wilsonville","45.3107","-122.7706","United States","US","USA","Oregon","","24058","1840021219"
"Winston","Winston","43.1200","-123.4242","United States","US","USA","Oregon","","5452","1840021275"
"Salem","Salem","44.9232","-123.0245","United States","US","USA","Oregon","admin","259816.0","1840021224"
"Oregon City","Oregon City","45.3418","-122.5938","United States","US","USA","Oregon","","36360","1840019954"
"Tigard","Tigard","45.4237","-122.7844","United States","US","USA","Oregon","","53148","1840021206"
"Troutdale","Troutdale","45.5372","-122.3955","United States","US","USA","Oregon","","16554","1840021209"
"Brookings","Brookings","42.0697","-124.3003","United States","US","USA","Oregon","","11093.0","1840018677"
"Fairview","Fairview","45.5471","-122.4391","United States","US","USA","Oregon","","9302","1840019938"
"Beaverton","Beaverton","45.4779","-122.8168","United States","US","USA","Oregon","","97514","1840018556"
"Ashland","Ashland","42.1905","-122.6992","United States","US","USA","Oregon","","21117","1840018674"
"Gresham","Gresham","45.5023","-122.4414","United States","US","USA","Oregon","","111053","1840019939"
"Tillamook","Tillamook","45.4562","-123.8332","United States","US","USA","Oregon","","8176.0","1840021203"
"Portland","Portland","45.5372","-122.6500","United States","US","USA","Oregon","","2052796.0","1840019941"
"Roseburg","Roseburg","43.2229","-123.3519","United States","US","USA","Oregon","","43948.0","1840020034"
"Scappoose","Scappoose","45.7564","-122.8771","United States","US","USA","Oregon","","7262","1840021186"
"Albany","Albany","44.6274","-123.0966","United States","US","USA","Oregon","","60795.0","1840018605"
"The Dalles","The Dalles","45.6047","-121.1815","United States","US","USA","Oregon","","20293.0","1840021212"
"Astoria","Astoria","46.1856","-123.8053","United States","US","USA","Oregon","","14688.0","1840018504"
"Hermiston","Hermiston","45.8323","-119.2858","United States","US","USA","Oregon","","28925.0","1840019915"
"Eugene","Eugene","44.0563","-123.1173","United States","US","USA","Oregon","","267568.0","1840020007"
"Milwaukie","Milwaukie","45.4445","-122.6219","United States","US","USA","Oregon","","20801","1840019952"
"Keizer","Keizer","45.0028","-123.0241","United States","US","USA","Oregon","","39315","1840018581"
"West Linn","West Linn","45.3669","-122.6399","United States","US","USA","Oregon","","26703","1840021218"
"Dallas","Dallas","44.9220","-123.3137","United States","US","USA","Oregon","","17146.0","1840018590"
"Hood River","Hood River","45.7093","-121.5258","United States","US","USA","Oregon","","15714.0","1840019942"
"Corvallis","Corvallis","44.5697","-123.2780","United States","US","USA","Oregon","","66441.0","1840018611"
"Talent","Talent","42.2404","-122.7807","United States","US","USA","Oregon","","6492","1840021300"
"Stayton","Stayton","44.8030","-122.7981","United States","US","USA","Oregon","","10943.0","1840021227"
"Florence","Florence","43.9912","-124.1061","United States","US","USA","Oregon","","10755.0","1840020008"
"Hillsboro","Hillsboro","45.5271","-122.9358","United States","US","USA","Oregon","","106894","1840019932"
"Springfield","Springfield","44.0538","-122.9811","United States","US","USA","Oregon","","62353","1840021263"
"Woodburn","Woodburn","45.1476","-122.8585","United States","US","USA","Oregon","","35267.0","1840021230"
"Lincoln City","Lincoln City","44.9751","-124.0073","United States","US","USA","Oregon","","11820.0","1840019974"
"Eagle Point","Eagle Point","42.4677","-122.8016","United States","US","USA","Oregon","","9139","1840018676"
"Box Elder","Box Elder","44.1128","-103.0807","United States","US","USA","South Dakota","","9600.0","1840002183"
"Hartford","Hartford","43.6210","-96.9424","United States","US","USA","South Dakota","admin","3237","1840002653"
"Sioux Falls","Sioux Falls","43.5397","-96.7322","United States","US","USA","South Dakota","","180204.0","1840002648"
"Watertown","Watertown","44.9096","-97.1536","United States","US","USA","South Dakota","","21837.0","1840002156"
"Yankton","Yankton","42.8900","-97.3924","United States","US","USA","South Dakota","","14699.0","1840003058"
"Vermillion","Vermillion","42.7811","-96.9256","United States","US","USA","South Dakota","","10691.0","1840003082"
"Huron","Huron","44.3622","-98.2102","United States","US","USA","South Dakota","","13164.0","1840002373"
"Rapid City","Rapid City","44.0716","-103.2205","United States","US","USA","South Dakota","","88979.0","1840002180"
"Spearfish","Spearfish","44.4912","-103.8166","United States","US","USA","South Dakota","","12675.0","1840002374"
"Aberdeen","Aberdeen","45.4646","-98.4680","United States","US","USA","South Dakota","","28264.0","1840002032"
"Brookings","Brookings","44.3022","-96.7859","United States","US","USA","South Dakota","","24400.0","1840002506"
"Mitchell","Mitchell","43.7294","-98.0336","United States","US","USA","South Dakota","","15297.0","1840002642"
"Pierre","Pierre","44.3748","-100.3205","United States","US","USA","South Dakota","admin","14803.0","1840000313"
"Sturgis","Sturgis","44.4111","-103.4975","United States","US","USA","South Dakota","","6862.0","1840002174"
"Tea","Tea","43.4515","-96.8346","United States","US","USA","South Dakota","","5415.0","1840002841"
"Brandon","Brandon","43.5928","-96.5799","United States","US","USA","South Dakota","","9263.0","1840002650"
